id,price
188533,18956.35516
188534,70148.52494
188535,55197.49631
188536,29332.0677
188537,30821.64137
188538,19979.50555
188539,12079.50491
188540,50512.55098
188541,79749.51562
188542,33936.31282
188543,33027.52725
188544,13081.29348
188545,48666.51256
188546,70969.42982
188547,19847.6127
188548,140725.8433
188549,22077.09997
188550,11346.19056
188551,78362.05893
188552,54272.40761
188553,68031.44055
188554,21415.15633
188555,33610.29353
188556,20704.93701
188557,21637.78437
188558,89769.66267
188559,29661.61103
188560,25071.16409
188561,81962.09106
188562,25445.32769
188563,81450.2405
188564,50300.36148
188565,50013.88228
188566,30243.79842
188567,18599.94185
188568,60525.56443
188569,21126.74711
188570,17827.80689
188571,38128.36651
188572,95913.90862
188573,25987.70825
188574,34883.58245
188575,46200.25541
188576,33849.83657
188577,13161.2032
188578,34891.24116
188579,41889.39054
188580,39580.03
188581,83607.2019
188582,26918.65509
188583,74088.34347
188584,35072.18908
188585,38274.75531
188586,31517.49032
188587,53275.00309
188588,28060.97688
188589,17931.99309
188590,34038.65492
188591,29179.15239
188592,39939.6986
188593,35629.30423
188594,67972.41364
188595,31659.40313
188596,91983.5531
188597,28786.44616
188598,27206.83782
188599,14887.4484
188600,55874.78432
188601,54427.11272
188602,33174.85129
188603,137430.7309
188604,12287.81887
188605,36763.04828
188606,33112.17992
188607,66510.00728
188608,17214.88958
188609,54158.84048
188610,44951.91122
188611,20572.48646
188612,71300.06949
188613,22760.62946
188614,23637.59661
188615,32887.16934
188616,87214.87587
188617,39568.53945
188618,24922.4655
188619,91675.45201
188620,25341.31493
188621,23416.6875
188622,100368.1692
188623,51266.50833
188624,42103.56219
188625,26942.30149
188626,18001.14033
188627,91968.79142
188628,79781.96787
188629,27944.88288
188630,28507.74544
188631,58481.33822
188632,49410.72834
188633,54373.55266
188634,11792.02036
188635,24827.38348
188636,51746.43995
188637,11716.93358
188638,40804.94651
188639,28276.23586
188640,13580.69582
188641,25965.16456
188642,15358.45999
188643,111913.5348
188644,92535.39259
188645,61787.72552
188646,13140.46866
188647,26200.00913
188648,28035.85269
188649,39992.41985
188650,111257.1187
188651,53031.82468
188652,76101.68502
188653,75211.92474
188654,14311.06125
188655,19286.77776
188656,28272.90988
188657,35797.91504
188658,11612.60493
188659,60963.31881
188660,12643.13936
188661,90660.08787
188662,11303.1729
188663,23805.60643
188664,83474.30659
188665,100867.5331
188666,29192.86339
188667,12625.22969
188668,20884.82551
188669,29212.32538
188670,64427.5768
188671,23152.62177
188672,38293.49552
188673,58135.68079
188674,15772.37635
188675,35776.261
188676,47092.18708
188677,11672.65464
188678,34333.27493
188679,34619.58118
188680,72133.35913
188681,15396.16036
188682,16157.35748
188683,13304.8133
188684,66497.40405
188685,47847.84057
188686,97871.88692
188687,23151.1476
188688,36683.39465
188689,13342.69974
188690,33967.81737
188691,57735.64394
188692,32666.50539
188693,13307.28818
188694,16351.59857
188695,20580.01886
188696,72607.71717
188697,28303.99019
188698,15150.97491
188699,60902.05906
188700,111395.2281
188701,27852.77983
188702,14831.72382
188703,91167.3626
188704,54509.73655
188705,34797.30181
188706,82093.88081
188707,13468.19907
188708,16766.71832
188709,14473.49056
188710,22398.09437
188711,28769.27464
188712,44711.83536
188713,31169.08352
188714,22510.08653
188715,40718.64022
188716,100912.5972
188717,12959.38464
188718,19020.43376
188719,30582.43576
188720,18095.402
188721,67234.83277
188722,52264.62179
188723,23511.38534
188724,32572.35925
188725,14403.52754
188726,39995.73389
188727,13869.23339
188728,54500.98233
188729,33924.72477
188730,59512.30788
188731,69535.21737
188732,39825.66754
188733,18992.38695
188734,14154.51046
188735,10389.8875
188736,12101.15112
188737,118778.3253
188738,90282.2302
188739,47681.4285
188740,78544.45202
188741,41321.00433
188742,26034.76794
188743,51006.2259
188744,75445.32418
188745,70091.1772
188746,38890.48041
188747,35586.49029
188748,22704.17367
188749,69000.42275
188750,10769.48394
188751,51592.11379
188752,106088.5103
188753,11686.85404
188754,84077.04124
188755,88343.18656
188756,33352.42719
188757,23609.60574
188758,13935.93759
188759,17570.92925
188760,12405.53416
188761,37420.12109
188762,50522.12871
188763,31820.64562
188764,14825.46976
188765,50804.90927
188766,35737.30608
188767,13692.70438
188768,32223.81927
188769,84962.91401
188770,44690.61671
188771,16112.53342
188772,10390.59033
188773,53500.84609
188774,48081.51818
188775,61385.46814
188776,13344.02489
188777,20554.09547
188778,28256.97075
188779,66469.10768
188780,55062.62329
188781,84233.68001
188782,18359.8993
188783,22425.65696
188784,48131.52604
188785,39806.94945
188786,35813.21002
188787,11791.60339
188788,18031.7804
188789,48216.93954
188790,12052.59811
188791,10436.42257
188792,55435.03309
188793,25060.04395
188794,16605.89595
188795,43312.65942
188796,24354.73855
188797,74741.46859
188798,23651.71846
188799,17727.32635
188800,53796.53359
188801,40646.85337
188802,31575.40993
188803,96497.12866
188804,12296.66964
188805,13735.02999
188806,80653.37066
188807,44650.22973
188808,62680.24018
188809,32248.98869
188810,25822.47148
188811,70624.76934
188812,23699.41744
188813,15022.11014
188814,34769.96434
188815,19791.87887
188816,44486.60804
188817,30447.73376
188818,38400.25574
188819,42015.81837
188820,50909.15392
188821,34474.59427
188822,20005.7421
188823,39200.14394
188824,11899.76914
188825,39925.44599
188826,11358.78641
188827,35616.06602
188828,26981.88024
188829,14787.25802
188830,56441.49978
188831,71784.03117
188832,12398.96308
