id,price
188533,21607.88853
188534,64004.27256
188535,55101.23501
188536,29965.34018
188537,31917.10038
188538,20372.9993
188539,15175.41299
188540,47574.65062
188541,80812.64647
188542,41061.91392
188543,29974.56013
188544,16289.95279
188545,49339.52093
188546,75370.89801
188547,22800.40746
188548,88782.06055
188549,26022.74063
188550,14624.07551
188551,73586.52227
188552,52169.15091
188553,65838.24441
188554,24123.85651
188555,32566.29983
188556,23184.38247
188557,26002.09711
188558,74669.07284
188559,29905.11516
188560,20577.23746
188561,96304.26135
188562,26628.5191
188563,81899.02313
188564,43063.92289
188565,40714.07705
188566,32432.77737
188567,17859.7714
188568,64128.87049
188569,25643.89845
188570,21063.78969
188571,40111.99692
188572,88446.66189
188573,27721.64202
188574,36953.41423
188575,44366.37515
188576,34984.23433
188577,15130.10244
188578,35910.7139
188579,36804.72037
188580,40818.92002
188581,76861.98616
188582,25792.07527
188583,80061.21412
188584,35219.06525
188585,38711.19454
188586,35982.19247
188587,51220.91807
188588,29502.32211
188589,20424.98747
188590,34942.76299
188591,29592.40227
188592,38068.54984
188593,39082.53812
188594,66088.86434
188595,30567.81426
188596,46205.39257
188597,28320.7859
188598,28738.77921
188599,17601.44558
188600,56962.03373
188601,53578.94392
188602,36646.80556
188603,90007.13705
188604,14894.42214
188605,36879.98689
188606,37307.67287
188607,61542.10707
188608,19399.66429
188609,54339.09966
188610,43373.89427
188611,22895.89479
188612,65209.97249
188613,24433.18273
188614,26553.01141
188615,35232.87758
188616,76695.08369
188617,44987.93679
188618,27925.87478
188619,102384.0155
188620,26043.00637
188621,26241.75369
188622,190973.9658
188623,50566.0131
188624,43790.27073
188625,27792.53261
188626,19382.32152
188627,84371.65308
188628,72578.59163
188629,30990.49936
188630,31983.26387
188631,63518.10286
188632,40793.25769
188633,52783.63995
188634,14606.37095
188635,29617.3763
188636,50976.09578
188637,14419.67316
188638,46257.11713
188639,27690.21828
188640,18607.31415
188641,27494.72725
188642,18414.93799
188643,83186.8101
188644,106096.2131
188645,58012.30437
188646,16013.81167
188647,27646.56978
188648,28692.9614
188649,42238.82623
188650,93291.58084
188651,51636.51574
188652,51820.7515
188653,61203.75056
188654,16114.07715
188655,21927.18632
188656,27298.43636
188657,38695.63421
188658,14486.78684
188659,61992.1819
188660,14930.70079
188661,89033.10631
188662,14439.5622
188663,36469.44819
188664,80365.38395
188665,86886.57239
188666,29812.97341
188667,16273.57232
188668,20394.79459
188669,32194.95815
188670,59822.78474
188671,25288.49446
188672,43002.9325
188673,62963.20326
188674,18650.56638
188675,37826.05913
188676,46987.99053
188677,14774.00489
188678,36876.96298
188679,36878.97694
188680,62779.1371
188681,18081.13429
188682,19135.47387
188683,15890.72319
188684,60974.43398
188685,51963.43017
188686,77148.09038
188687,26016.84081
188688,38986.24032
188689,16165.81291
188690,34556.21191
188691,41021.86619
188692,32511.59132
188693,16408.02237
188694,18835.24119
188695,24378.01344
188696,62456.33992
188697,29717.13674
188698,17952.09843
188699,62821.61305
188700,110145.6001
188701,30294.915
188702,17432.20182
188703,79304.09415
188704,54026.86076
188705,49398.20749
188706,76280.55649
188707,15188.1611
188708,18827.57509
188709,17283.79827
188710,23961.94999
188711,30785.65452
188712,47275.09374
188713,33067.04699
188714,24661.04812
188715,42815.6851
188716,92170.07868
188717,15593.82974
188718,19878.32493
188719,32153.77288
188720,21087.5862
188721,67570.82856
188722,55944.88655
188723,24709.76609
188724,30487.69789
188725,16763.17203
188726,47259.57257
188727,17550.59565
188728,55481.33459
188729,43103.76928
188730,65135.7015
188731,87409.23988
188732,40749.47477
188733,25383.98911
188734,15201.8082
188735,13715.13871
188736,15697.70584
188737,122779.374
188738,73829.36081
188739,61465.68118
188740,85449.54121
188741,42904.25731
188742,28714.11701
188743,45354.56271
188744,73656.97344
188745,79366.20672
188746,38808.70922
188747,37720.5733
188748,21538.70225
188749,57869.45657
188750,14302.06419
188751,52925.92084
188752,87534.73325
188753,14288.73656
188754,97777.6124
188755,70894.00614
188756,34730.29914
188757,25775.59107
188758,14768.19592
188759,20187.25789
188760,15362.9804
188761,39238.39152
188762,47223.61606
188763,33334.74828
188764,18155.88489
188765,51609.79404
188766,37591.71505
188767,16919.67908
188768,33974.18531
188769,70434.43142
188770,52612.27014
188771,17339.45765
188772,13618.21439
188773,56673.0304
188774,47984.88139
188775,62921.58614
188776,16348.17219
188777,23369.37167
188778,28397.40805
188779,57030.99353
188780,62871.3388
188781,78710.08944
188782,20871.57464
188783,28204.83879
188784,48019.96136
188785,35934.04433
188786,38220.94111
188787,15056.47976
188788,19348.32148
188789,48500.15644
188790,14671.05001
188791,13631.62617
188792,59581.35045
188793,21314.20512
188794,19060.30628
188795,54183.93949
188796,25844.27091
188797,73503.74684
188798,26133.00031
188799,20626.20724
188800,52568.92553
188801,42983.13852
188802,31509.44183
188803,87227.86927
188804,15130.86769
188805,16488.52624
188806,76874.9029
188807,44892.44889
188808,62067.37084
188809,33439.15017
188810,56664.26015
188811,73093.68845
188812,26729.96166
188813,18163.44838
188814,38231.94289
188815,22549.67106
188816,41844.35843
188817,32058.95266
188818,38342.65221
188819,43658.3148
188820,47801.85565
188821,38626.44407
188822,23380.44112
188823,39416.46201
188824,14288.08542
188825,34535.70479
188826,13970.33579
188827,32656.39996
188828,29097.09993
188829,18512.78797
188830,54791.90717
188831,68475.90332
188832,15828.66588
188833,29849.53818
188834,33435.84101
188835,23798.16341
188836,32142.16558
