id,price
188533,18901.12679
188534,68226.15776
188535,55006.37995
188536,28942.09137
188537,30705.10093
188538,19061.42399
188539,12156.09816
188540,50650.98909
188541,79766.50314
188542,37253.27673
188543,33070.46827
188544,13007.74518
188545,49014.41547
188546,69765.95662
188547,19837.59932
188548,141155.5491
188549,22038.45895
188550,11419.62002
188551,77335.61363
188552,55009.12442
188553,67720.16085
188554,21899.54658
188555,32415.30642
188556,20941.45554
188557,22214.11733
188558,88940.9984
188559,29182.91935
188560,21129.09227
188561,86398.75226
188562,25116.61087
188563,82826.33975
188564,52054.71783
188565,45197.0801
188566,30282.19842
188567,16721.59195
188568,61679.48524
188569,21100.92411
188570,18030.40434
188571,37616.58064
188572,97927.68536
188573,26371.98841
188574,35264.84906
188575,46551.53431
188576,34274.41912
188577,13260.51122
188578,35278.25424
188579,41297.18819
188580,38481.05247
188581,83359.34123
188582,24624.01992
188583,71539.11
188584,34630.26294
188585,38126.44077
188586,31924.31647
188587,54599.44896
188588,28181.95089
188589,18391.88391
188590,33274.98051
188591,28832.47007
188592,38057.29843
188593,35750.36034
188594,68208.13145
188595,31023.04103
188596,92807.49089
188597,28834.51345
188598,27217.41377
188599,14856.9228
188600,55878.14762
188601,53510.97833
188602,33035.59522
188603,122994.4187
188604,12320.84143
188605,37003.27864
188606,35321.7493
188607,61836.42279
188608,17251.69066
188609,54429.44294
188610,44482.69627
188611,20521.28516
188612,75684.46574
188613,23067.4615
188614,24000.3023
188615,32393.61781
188616,91912.88878
188617,40001.03249
188618,25113.93379
188619,95351.04148
188620,29283.36792
188621,23480.91092
188622,93403.23388
188623,49569.91507
188624,42241.75318
188625,27488.2293
188626,17358.71354
188627,93652.1942
188628,79937.82641
188629,30908.60207
188630,28328.94918
188631,59081.74945
188632,51666.63246
188633,54822.59016
188634,11822.06427
188635,25363.56599
188636,51812.33141
188637,11683.89934
188638,43051.81222
188639,28447.60313
188640,14072.96605
188641,25994.853
188642,15437.45282
188643,117219.5384
188644,95431.06788
188645,60892.13779
188646,14522.31796
188647,26865.59142
188648,27854.75707
188649,39796.70565
188650,111778.5881
188651,52011.1975
188652,77237.83264
188653,76561.03863
188654,14596.63631
188655,19294.24055
188656,33220.23987
188657,35782.85472
188658,11565.13032
188659,62754.5157
188660,12997.08445
188661,87451.64014
188662,11437.07387
188663,25147.34875
188664,84081.17912
188665,99925.08191
188666,28843.80025
188667,12877.21017
188668,19125.23111
188669,29266.00745
188670,64450.37333
188671,23232.54532
188672,42770.79992
188673,59012.7096
188674,16138.71613
188675,35316.94267
188676,46482.09464
188677,11749.28281
188678,33541.85957
188679,34153.53084
188680,73661.8059
188681,15446.89499
188682,16184.84885
188683,13332.34925
188684,64969.28905
188685,48387.28906
188686,93821.17724
188687,23304.0668
188688,36878.13127
188689,13609.52825
188690,34161.3247
188691,68324.5306
188692,32090.85192
188693,13435.24327
188694,16277.93778
188695,20387.92667
188696,71955.21077
188697,28264.84701
188698,15528.13151
188699,61420.06054
188700,100761.9808
188701,27688.91789
188702,14703.99009
188703,94145.95777
188704,55622.35169
188705,35073.94234
188706,82049.60888
188707,12474.84503
188708,17062.63607
188709,14550.9741
188710,22078.6341
188711,28736.14683
188712,44388.46494
188713,31075.62065
188714,22375.41069
188715,41092.10747
188716,83861.41411
188717,13371.76048
188718,17585.11404
188719,31033.01471
188720,18439.38258
188721,59946.97524
188722,55660.02584
188723,23380.76115
188724,32521.77173
188725,13585.4066
188726,40188.37918
188727,14246.2615
188728,54557.64054
188729,35668.50813
188730,60358.48493
188731,68867.80854
188732,40208.79329
188733,19736.69166
188734,20658.94046
188735,10415.81904
188736,12981.57739
188737,117363.582
188738,91467.13342
188739,52400.18114
188740,75178.89442
188741,41786.60195
188742,26233.24099
188743,42321.9147
188744,75267.71964
188745,72293.59804
188746,39074.17386
188747,35372.6946
188748,21054.434
188749,60594.44826
188750,10885.47996
188751,52141.73768
188752,107850.7885
188753,11515.26318
188754,89452.04017
188755,85584.45467
188756,33158.55304
188757,23627.01822
188758,13377.47496
188759,17976.89016
188760,12409.66781
188761,37072.85318
188762,52025.32891
188763,32077.7274
188764,15139.62891
188765,50013.47266
188766,35820.39723
188767,13815.93197
188768,32412.82258
188769,85916.87998
188770,45302.4745
188771,14844.48902
188772,10431.22628
188773,54179.57076
188774,46826.66018
188775,64037.31696
188776,13964.8566
188777,20595.56797
188778,33502.06479
188779,58656.5579
188780,55592.72436
188781,82788.44252
188782,18429.14699
188783,22205.18273
188784,47349.74187
188785,45655.76569
188786,35807.46143
188787,11681.98444
188788,17432.10065
188789,49248.77716
188790,12226.45325
188791,10437.42717
188792,55829.50372
188793,22769.57728
188794,16589.62846
188795,42785.60264
188796,24479.80667
188797,75890.46015
188798,22893.77636
188799,17955.30301
188800,52205.90059
188801,40414.73309
188802,31767.07116
188803,92418.15916
188804,12416.52737
188805,13750.52343
188806,84325.46325
188807,42996.55867
188808,62377.38752
188809,32192.79281
188810,29206.52778
188811,64340.26947
188812,24142.50851
188813,15133.71326
188814,34455.13629
188815,19891.47332
188816,43924.50018
188817,30693.01182
188818,37888.55432
